Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
51944,US-Mexico Border,"August 06, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico",Noticias24Siete,"25.879783779872, -97.494390565546",Central America to US,http://bit.ly/2M9Fr4G,Central America,1
51940,US-Mexico Border,"August 06, 2019",2019,Aug,1,,1,,,,,Drowning,"Río Bravo, near Bowles Ranch, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.749602003299, -100.453633473300",Central America to US,http://bit.ly/31kMaMI,Northern America,1
51969,Southeast Asia,"August 06, 2019",2019,Aug,2,,2,7,,2,,Vehicle Accident,"Ko Kha district, Lampang, Thailand","IOM Thailand, Bangkok Post","18.128807800000, 99.345111800000",,https://bit.ly/30GFadf,South-eastern Asia,4
51939,Middle East,"August 05, 2019",2019,Aug,1,,1,,,1,,Shot,"Syria-Turkey border, near Azmarin, Idlib, Syria","The New Arab, Syrian Observer, Washington Post","36.056638025335, 36.379893894294",,"http://bit.ly/2OMVTtZ, http://bit.ly/2MMHpYb, http://bit.ly/2Kno8Lj, http://bit.ly/2Lgqwmn",Western Asia,3
51938,Mediterranean,"August 05, 2019",2019,Aug,,2,2,49,,1,1,Presumed drowning,"Unspecified location between Libya and Lampedusa, Italy","IOM Italy, UNHCR","34.269472676972, 12.705224426730",Central Mediterranean,http://bit.ly/2Ko0Rc4,Uncategorized,4
52406,US-Mexico Border,"August 05, 2019",2019,Aug,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.481200700000, -111.667840700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52583,South Asia,"August 04, 2019",2019,Aug,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Suffocation","Kerman Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.280599000000, 57.131697000000",,http://www.mixedmigration.org/4mi/,,2
51936,Central America,"August 03, 2019",2019,Aug,1,,1,,,1,,Hit by train,"Train tracks near Puente Tehuantepec 1, near Canticas, Cosoleacaque, Veracruz, Mexico","Al Calor Político, XEU Noticias","18.093831289622, -94.570061605679",,"http://bit.ly/2Tfs3Nl, http://bit.ly/2Ksxq7y",Central America,3
52582,South Asia,"August 03, 2019",2019,Aug,4,,4,,2,2,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Chittagong Division, Bangladesh",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.249599000000, 91.818757000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
51935,Central America,"August 03, 2019",2019,Aug,1,,1,,,1,,Hit by train,"Train tracks near colonia Analco, Ramos Arizpe, Coahuila, Mexico","Excélsior, El Heraldo de Saltillo, Diario de México","25.556799823202, -100.947820623090",,"http://bit.ly/2TbqPSV, http://bit.ly/2TamEH0, http://bit.ly/2T8D7vz",Central America,3
53447,North Africa,"August 03, 2019",2019,Aug,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.976091000000, 14.460981000000",,,Northern Africa,2
52422,US-Mexico Border,"August 03, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",Chiapas Sin Censura,"26.166204168380, -98.335677746760",Central America to US,http://bit.ly/2kj0vtm,Northern America,1
51937,US-Mexico Border,"August 03, 2019",2019,Aug,1,,1,8,,1,,Dehydration,"Comanche ranch, Maverick County, Texas, USA","US Border Patrol, Zócalo","28.624902866605, -100.158129172730",Central America to US,"http://bit.ly/2GSHpCj, http://bit.ly/31kI7QD",Northern America,5
52842,US-Mexico Border,"August 03, 2019",2019,Aug,1,,1,,,1,,Hyperthermia,"Open Desert near Calexico, California, Imperial County, California, USA",Imperial County Coroner's Office,"32.658734919756, -115.591580543550",Central America to US,,Northern America,5
52581,Europe,"August 02, 2019",2019,Aug,2,,2,,,2,,Suffocation,"Mordovia, Russia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"54.071498000000, 42.733796000000",,http://www.mixedmigration.org/4mi/,Eastern Europe,2
51983,Mediterranean,"August 02, 2019",2019,Aug,1,,1,,,1,,Drowning,"Body recovered off Cala del Desnarigado, Ceuta, Spain","El Faro de Ceuta, Ceuta TV","35.892832797356, -5.281629242047",Western Mediterranean,"http://bit.ly/2lsbkJO, http://bit.ly/2kdVTVr",Uncategorized,3
51934,Mediterranean,"August 02, 2019",2019,Aug,1,,1,,,,,Drowning,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,"35.244430799903, -3.171523489268",Western Mediterranean,http://bit.ly/2Kq2x3C,Uncategorized,4
52580,Europe,"August 02, 2019",2019,Aug,4,,4,,,4,,,"North Karelia, Finland",Mixed Migration Monitoring Mechanism Initiative (4Mi),"62.544340000000, 31.007590000000",,http://www.mixedmigration.org/4mi/,Northern Europe,2
51917,US-Mexico Border,"August 02, 2019",2019,Aug,1,,1,,,1,,Dehydration,"Kunafin Junfin ranch, near Normandy, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.908961809038, -100.600107187710",Central America to US,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,3
51916,US-Mexico Border,"August 02, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Multimedios, Milenio","26.143086411111, -98.328974527383",Central America to US,"http://bit.ly/31hPGHK, http://bit.ly/2ZxWZdZ",Central America,3
51915,US-Mexico Border,"August 02, 2019",2019,Aug,1,,1,1,,1,,Drowning,"Río Bravo, near Presa Internacional Anzaldúas, Reynosa, Tamaulipas, Mexico","Excélsior, Milenio","26.137927499760, -98.335083318429",Central America to US,"http://bit.ly/2T6wOZa, http://bit.ly/2ZxWZdZ",Central America,3
51914,Central America,"August 02, 2019",2019,Aug,1,,1,,,1,,Cardiac arrest,"5ª Oriente between 7ª and 9ª Norte, Tapachula, Chiapas, Mexico","Fiscalía General del Estado, ADN Cuba, Debate","14.905556700000, -92.263413600000",,"http://bit.ly/31jGWAY, http://bit.ly/31gRPDt, http://bit.ly/2YMFHMQ",Central America,5
51913,US-Mexico Border,"August 02, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near El Patinadero, Parque Viveros, Tamaulipas, Mexico","La Jornada, Vox Pópuli, El Mañana","27.479457459751, -99.479084887306",Central America to US,"http://bit.ly/2KhTKSs, http://bit.ly/2OGcSOA, http://bit.ly/2MG0AmG",Central America,3
51912,US-Mexico Border,"August 01, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Vox Pópuli","27.476619774726, -99.481808951156",Central America to US,"http://bit.ly/2KhTKSs, http://bit.ly/2MDWviQ",Central America,3
51911,US-Mexico Border,"August 01, 2019",2019,Aug,1,,1,1,,1,,Sickness,"Died at the Lordsburg Border Patrol Station in New Mexico, USA, just hours after being apprehended near El Paso",US Border Patrol,"32.348230000000, -108.745486700000",Central America to US,"http://bit.ly/2Mynhco, https://cbsn.ws/2ZuGOhq, https://reut.rs/31leX3A",Northern America,5
51906,Central America,"July 31, 2019",2019,Jul,1,,1,9,,1,,Shot,"Train tracks near Casa del Migrante de Saltillo, Coahuila, Mexico",Casa del Migrante de Saltillo,"25.406105756861, -101.023817863880",,"http://bit.ly/2Zo6Naj, http://bit.ly/2Ma7L6T",Central America,4
51910,Europe,"July 31, 2019",2019,Jul,1,,1,,,,,Hit by train,"Train tracks near Bihac, Bosnia and Herzegovina","AP, ANSA","44.819532705347, 15.886675625029",Western Balkans,"https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ",Southern Europe,4
53446,Sub-Saharan Africa,"July 31, 2019",2019,Jul,2,,2,,1,1,,"Sickness and lack of access to medicines, Dehydration","Sahara Desert, Niger, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.753382000000, 13.804316000000",,,Western Africa,2
51933,US-Mexico Border,"July 31, 2019",2019,Jul,2,,2,,,,,Unknown,"Different locations in Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.081117540308, -98.200171188456",Central America to US,http://bit.ly/33menV4,Northern America,1
51909,Europe,"July 31, 2019",2019,Jul,1,,1,,,1,,Violence,"Velika Kladuša, Bosnia and Herzegovina, near border with Croatia","AP, ANSA","45.188659376355, 15.792659899916",Western Balkans,"https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ",Southern Europe,4
51932,Central America,"July 31, 2019",2019,Jul,1,,1,,,1,,Hit by train,"Train tracks near colonia Adolfo López Mateos, Coatzacoalcos, Veracruz, Mexico","Imagen del Golfo, Al Calor Político","18.122947113580, -94.428417813531",,"http://bit.ly/33uO7rY, http://bit.ly/2ZHwQcL",Central America,3
51908,US-Mexico Border,"July 31, 2019",2019,Jul,1,,1,,,1,,Dehydration,"La Paloma ranch, near Highway 57, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.788046840156, -100.399340051310",Central America to US,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,3
51905,Horn of Africa,"July 30, 2019",2019,Jul,,15,15,78,,,,"Dehydration, Starvation, Drowning","Gulf of Aden, off the coast of Al Buraiqeh, Yemen",IOM Yemen,"12.666870541656, 44.740286808419",Horn of Africa to Yemen,http://bit.ly/2SRODeG,Western Asia,4
52891,US-Mexico Border,"July 30, 2019",2019,Jul,1,,1,,1,,,Hyperthermia,"Near Tecate, San Diego County, California, USA",San Diego Office of the Medical Examiner,"32.579008190267, -116.621845406880",,,Northern America,5
51904,US-Mexico Border,"July 29, 2019",2019,Jul,1,,1,2,,1,,Drowning,"Río Bravo, near Ejido Madero del Río, Ciudad Acuña, Coahuila, Mexico","La Voz de Coahuila, El Siglo de Torreón","29.243763633996, -100.795425353080",Central America to US,"http://bit.ly/31cjPZ7, http://bit.ly/2Khaqs5",Central America,3
52890,US-Mexico Border,"July 29, 2019",2019,Jul,1,,1,,1,,1,Hyperthermia,"Hillside near Jamul, San Diego County, California, USA",San Diego Office of the Medical Examiner,"32.677073001406, -116.882542493450",,,Northern America,5
51903,US-Mexico Border,"July 29, 2019",2019,Jul,1,,1,1,1,,,Drowning,"Canal near the César Chávez Border Highway at Yarbrough, El Paso, El Paso County, Texas, USA","El Paso Police Department, El Paso Times, El Diario, Prensa Libre","31.710822977115, -106.368404026530",Central America to US,"http://bit.ly/2YyR6jh, http://bit.ly/2YxoqDd, http://bit.ly/2yrv7Mw, http://bit.ly/2ODWHRG",Northern America,5
51931,US-Mexico Border,"July 29, 2019",2019,Jul,1,,1,,,,,Unknown (skeletal remains),"Ranch near the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.009070649842, -98.076525118501",Central America to US,http://bit.ly/33menV4,Northern America,1
52652,Middle East,"July 29, 2019",2019,Jul,10,,10,20,,,2,Struck by artillery shells,"Al Thabet market, Qataber, Sadaa province, Yemen",IOM Yemen,"17.298034870493, 43.382434844971",,https://reut.rs/2r0QW5E,Western Asia,4
51892,Europe,"July 28, 2019",2019,Jul,1,,1,,,1,,Drowning,"Evros/Meriç river, near Aristino, Greece",E-Evros,"40.840002243105, 26.215655703007",,http://bit.ly/2SNfCYT,Southern Europe,1
51902,US-Mexico Border,"July 28, 2019",2019,Jul,1,,1,,,1,,Drowning,"Río Bravo, near Calle Chihuahua, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Milenio","27.471696385531, -99.483042038298",Central America to US,"http://bit.ly/2KeShv7, http://bit.ly/2KeSNcx",Central America,3
51930,US-Mexico Border,"July 28, 2019",2019,Jul,1,,1,,,1,,Unknown,"Ranch north of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.276826238812, -98.061468795878",Central America to US,http://bit.ly/33menV4,Northern America,1
52841,US-Mexico Border,"July 27, 2019",2019,Jul,1,,1,,,1,,Drowning,"All American Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,"32.663059932655, -115.534373970490",Central America to US,,Northern America,5
51901,US-Mexico Border,"July 27, 2019",2019,Jul,1,,1,1,1,,,Dehydration,"Body recovered along the boundary of the Barry M. Goldwater Bombing Range, Yuma County, Arizona, USA",KYMA,"32.403532528465, -113.705843930820",Central America to US,http://bit.ly/331wTlK,Northern America,1
53445,North Africa,"July 26, 2019",2019,Jul,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.291150000000, 13.766789000000",,,Northern Africa,2
52578,South Asia,"July 26, 2019",2019,Jul,3,,3,,2,1,2,Shot or stabbed,"Isfahan Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi),"33.443166000000, 50.808991000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
53444,Sub-Saharan Africa,"July 25, 2019",2019,Jul,1,,1,,,1,1,Dehydration,"Unspecified location in the Sahara desert in Chad, on the border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.008391000000, 16.720115000000",,,,2
51895,US-Mexico Border,"July 25, 2019",2019,Jul,1,,1,,,1,,Drowning,"Río Bravo, near Santa Ana National Wildlife Refugee, Hidalgo County, Texas, USA","El Mañana, Zócalo, Noticias al Día","26.054200041735, -98.141739029125",Central America to US,"http://bit.ly/2yopgYc, http://bit.ly/2SK5os4, http://bit.ly/2mZlkLG",Northern America,3
53443,North Africa,"July 25, 2019",2019,Jul,2,,2,,,2,,Shot or stabbed,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.976091000000, 14.460981000000",,,Northern Africa,2
51894,Mediterranean,"July 25, 2019",2019,Jul,75,75,150,134,,,,Drowning,"Unspecified location off the coast of Al-Khums, Libya","IOM Libya, UNHCR Libya, MSF","32.834432719848, 14.624344026235",Central Mediterranean,https://twitter.com/IOM_Libya/status/1154383880075583488,Uncategorized,4
52404,US-Mexico Border,"July 24, 2019",2019,Jul,1,,1,,,1,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53177,Sub-Saharan Africa,"July 24, 2019",2019,Jul,1,,1,,1,,1,Vehicle Accident,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.985996000000, 16.975448000000",,,Western Africa,2
53176,Sub-Saharan Africa,"July 24, 2019",2019,Jul,1,,1,,,1,,Vehicle Accident,Unspecified location in the Central African Republic,Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.524866000000, 9.987734000000",,,,2
51890,Mediterranean,"July 24, 2019",2019,Jul,1,,1,,,1,,Drowning,"Off the coast of Al-Hoceima, Morocco (Alboran Sea)",Salua El Omari,"35.303407863438, -3.925795900205",Western Mediterranean,http://bit.ly/2SziE2K,Uncategorized,1
53442,North Africa,"July 23, 2019",2019,Jul,2,,2,,,2,,Vehicle Accident,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.291150000000, 13.766789000000",,,Northern Africa,2
51929,US-Mexico Border,"July 23, 2019",2019,Jul,1,,1,,,1,,Unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.929552244014, -98.242094456034",Central America to US,http://bit.ly/33menV4,Northern America,1
53441,North Africa,"July 23, 2019",2019,Jul,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.291150000000, 13.766789000000",,,Northern Africa,2
53440,North Africa,"July 23, 2019",2019,Jul,2,,2,,,2,2,"Sickness and lack of access to medicines, Starvation","Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.744910000000, 12.450226000000",,,Northern Africa,2
53439,Sub-Saharan Africa,"July 23, 2019",2019,Jul,1,,1,,1,,,"Sickness and lack of access to medicines, Dehydration","Unspecified location in the Sahara desert, Niger, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.753382000000, 13.804316000000",,,Western Africa,2
53175,Sub-Saharan Africa,"July 23, 2019",2019,Jul,1,,1,,,1,,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",,,Western Africa,2
51889,Mediterranean,"July 23, 2019",2019,Jul,,1,1,8,1,,1,Drowning,"Off the coast of Bodrum, Turkey","Turkish Coast Guard via IOM Turkey, Alarm Phone, Daily Sabah","36.943265558429, 27.403303047554",Eastern Mediterranean,"https://bit.ly/2JUmjE8, http://bit.ly/30XKisX",Uncategorized,5
52752,Mediterranean,"July 23, 2019",2019,Jul,,8,8,,,,,Presumed drowning,"Bodies recovered near Sirte, Libya",Alwasat,"31.298543418604, 16.564394267024",Central Mediterranean,http://en.alwasat.ly/news/libya/252146,Uncategorized,1
51888,Mediterranean,"July 23, 2019",2019,Jul,1,,1,,,1,,Drowning,"Off the coast of El Tarajal, Ceuta, Spain","Europa Press, El Faro de Ceuta","35.872671290563, -5.340692227750",Western Mediterranean,"http://bit.ly/2YgZpMm, http://bit.ly/2K0bVef",Uncategorized,3
51900,Mediterranean,"July 22, 2019",2019,Jul,,1,1,,,1,,Presumed drowning,"Disappeared while swimming around the border fence between Morocco and El Tarajal, Ceuta, Spain",El Faro de Ceuta,"35.870741242641, -5.341660207254",Western Mediterranean,http://bit.ly/2KguVp5,Uncategorized,1
51893,US-Mexico Border,"July 22, 2019",2019,Jul,2,,2,,1,1,,Dehydration,"Desert near Arizona State Route 86, Pima County, Arizona, USA",Águilas del Desierto via Phoenix New Times,"31.994554632983, -112.006083362580",Central America to US,http://bit.ly/2Y7beK9,Northern America,1
52403,US-Mexico Border,"July 22, 2019",2019,Jul,1,,1,,,1,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.129207900000, -111.146947700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52402,US-Mexico Border,"July 22, 2019",2019,Jul,1,,1,,1,,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.129207900000, -111.146947700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52401,US-Mexico Border,"July 22, 2019",2019,Jul,1,,1,,,1,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53438,North Africa,"July 22, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
52400,US-Mexico Border,"July 22, 2019",2019,Jul,1,,1,,,1,,Unknown (skeletal remains),"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.373978500000, -111.457253300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53173,Sub-Saharan Africa,"July 22, 2019",2019,Jul,1,,1,,1,,,Vehicle Accident,"Boromo, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-2.929637000000, 11.745172000000",,,Western Africa,2
51887,US-Mexico Border,"July 21, 2019",2019,Jul,1,,1,,,1,,Drowning,"Canal in ranch in Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.715580848881, -100.394364241040",Central America to US,"http://bit.ly/2OiHLsc, http://bit.ly/2JUaxex",Northern America,3
53172,Sub-Saharan Africa,"July 20, 2019",2019,Jul,1,,1,,1,,,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",,,Western Africa,2
51880,US-Mexico Border,"July 20, 2019",2019,Jul,1,,1,,,1,,Sickness and lack of access to medicines,"Hospital General de Ciudad Juárez, Chihuaha, México","El Diario, Reforma","31.738054300000, -106.456257900000",Central America to US,"http://bit.ly/2Lzahnb, http://bit.ly/2JTGHWg",Central America,3
53178,Sub-Saharan Africa,"July 20, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.515145000000, 12.479761000000",,,Western Africa,2
51942,US-Mexico Border,"July 20, 2019",2019,Jul,1,,1,,,1,,Hyperthermia,"Desert, near El Centro, Imperial County, California, USA",The San Diego Union Tribune,"32.756800460358, -115.643388924410",Central America to US,https://bit.ly/2KJ3jJd,Northern America,1
52778,Central America,"July 20, 2019",2019,Jul,1,,1,,,1,,Hit by train,"Near Jecolúa, El Fuerte, Sinaloa, Mexico",Debate,"26.217624637765, -108.722723682540",,https://bit.ly/2N84KDf,Central America,1
51963,US-Mexico Border,"July 20, 2019",2019,Jul,1,,1,,,1,,Unknown,"Body recovered near Phoenix, Arizona, USA","CONAMIGUA, Todo Nocitas","33.179906060642, -112.241578803910",Central America to US,"http://bit.ly/2VEZry4, https://bit.ly/2ZiT0pi, https://bit.ly/325Hkn4",Northern America,5
52579,Southeast Asia,"July 20, 2019",2019,Jul,3,,3,,2,1,2,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.760339000000, 100.429298000000",,http://www.mixedmigration.org/4mi/,,2
51882,US-Mexico Border,"July 20, 2019",2019,Jul,1,,1,2,1,,1,Multiple organ failure,"Hospital General Doctor Salvador Chavarría in Piedras Negras, Coahuila, Mexico - after being rescued from the Río Bravo","La Prensa de Monclova, El Diario de Coahuila, Zócalo","28.661188000000, -100.540686400000",Central America to US,"http://bit.ly/2LxMKCX, http://bit.ly/2SscukQ, http://bit.ly/2LyoGjp",Central America,3
52399,US-Mexico Border,"July 20, 2019",2019,Jul,1,,1,,,1,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.573573200000, -111.917944700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51881,Europe,"July 20, 2019",2019,Jul,1,,1,,,1,,Hit by train,"Train tracks along the railway line Thessaloniki-Alexandroupolis, near Xanthi, Greece","Refugee Support Aegean,  Efsyn","40.640062900000, 22.944419100000",,"http://bit.ly/2M3Czp7, http://bit.ly/2Lw8NKc",Southern Europe,4
52398,US-Mexico Border,"July 19, 2019",2019,Jul,1,,1,,1,,,Unknown (skeletal remains),"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.535548300000, -111.386271500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51886,Central America,"July 19, 2019",2019,Jul,1,,1,,,1,,Shot,"Near border bridge El Ceibo, Tenosique, Tabasco, Mexico - near border with Guatemala","XEVA Noticias, El Piñero","17.258728416225, -91.012688908886",,"http://bit.ly/2LDCNE7, http://bit.ly/2YeNyOY",Central America,3
53171,Sub-Saharan Africa,"July 19, 2019",2019,Jul,2,,2,,,2,1,"Sickness and lack of access to medicines, Vehicle Accident","Sikasso, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.691763000000, 11.316677000000",,,Western Africa,2
51879,US-Mexico Border,"July 19, 2019",2019,Jul,1,,1,,,1,,Stabbed,"Hospital de la Familia -  - after being stabbed in colonia Chaveña, Ciudad Juárez, Chihuahua, México","Noticiero Universal, Periódico Cubano","31.730067100000, -106.483289300000",Central America to US,"http://bit.ly/2y2PsYq, http://bit.ly/2y7OnOR",South America,3
51928,US-Mexico Border,"July 18, 2019",2019,Jul,1,,1,,,1,,Unknown,"Ranch southwest of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart,"27.137592559984, -98.230383590799",Central America to US,http://bit.ly/33menV4,Northern America,1
53164,Sub-Saharan Africa,"July 18, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",,,Western Africa,2
53170,Sub-Saharan Africa,"July 18, 2019",2019,Jul,2,,2,,1,1,1,Dehydration,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.123324000000, 13.508763000000",,,Western Africa,2
51878,US-Mexico Border,"July 18, 2019",2019,Jul,1,,1,,,1,,Drowning,"Río Bravo, nea Reynosa, Tamaulipas, Mexico","López Doriga, El Mercurio de Tamaulipas","25.981681000000, -98.079684600000",Central America to US,"http://bit.ly/2JHAVYV, http://bit.ly/2xWrEoZ",Central America,3
53163,Sub-Saharan Africa,"July 18, 2019",2019,Jul,2,,2,,,1,1,Sickness and lack of access to medicines,"Lome, Togo",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.225748000000, 6.130096000000",,,Western Africa,2
51877,South America,"July 18, 2019",2019,Jul,1,,1,1,,,,Hit by truck,"Road in Pamplona, Santander, Colombia","El Nacional, La Opinión, El Periodiquito","7.378230000000, -72.650336900000",,"http://bit.ly/2XYe8fi, http://bit.ly/2XSbIn3, http://bit.ly/2LXzXZQ",South America,3
51876,Middle East,"July 18, 2019",2019,Jul,16,,16,50,6,6,5,Vehicle Accident,"Road near Ilıkaynak district, İpekyolu, Van province, Turkey","Daily Sabah, L'Orient Le Jour, Sabah","38.749640000000, 43.613323000000",,"http://bit.ly/2M0mGQo, http://bit.ly/30NaG97, http://bit.ly/30QlDXB",Western Asia,3
53436,North Africa,"July 17, 2019",2019,Jul,1,,1,,,1,,Sickness and lack of access to medicines,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
53435,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Dao, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.706642000000, 13.773611000000",,,Western Africa,2
53165,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,,1,1,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",,,Western Africa,2
53434,North Africa,"July 17, 2019",2019,Jul,1,,1,,,1,,Excessive Physical Abuse,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51927,US-Mexico Border,"July 17, 2019",2019,Jul,1,,1,,1,,,Unknown,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart,"26.985855502773, -98.197718050630",Central America to US,http://bit.ly/33menV4,Northern America,1
53433,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert in Chad, on the border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.008391000000, 16.720115000000",,,,2
